,SpecimenName,min_yr,max_yr,SubFamily,Tribe,Genus,Reference,Amber Locale
160,Formica_annosa,41.3,47.8,Formicinae,Formicini,Formica,"LaPolla, J.S. & Greenwlalt, D.E. 2015. Fossil ants (Hymenoptera: Formicidae) of the Middle Eocene Kishenehn Formation. Sociobiology, 62, 163-174 (DOI: 10.13102/sociobiology.v62i2.163-174).",Montana
118,Dolichoderus_dlusskyi,41.3,47.8,Dolichoderinae,,Dolichoderus,"LaPolla, J.S. & Greenwlalt, D.E. 2015. Fossil ants (Hymenoptera: Formicidae) of the Middle Eocene Kishenehn Formation. Sociobiology, 62, 163-174 (DOI: 10.13102/sociobiology.v62i2.163-174).",Montana
236,Ktunaxia_jucunda,41.3,47.8,Dolichoderinae,,Ktunaxia,"LaPolla, J.S. & Greenwlalt, D.E. 2015. Fossil ants (Hymenoptera: Formicidae) of the Middle Eocene Kishenehn Formation. Sociobiology, 62, 163-174 (DOI: 10.13102/sociobiology.v62i2.163-174).",Montana
390,Protazteca_eocenica,41.3,47.8,Dolichoderinae,,Protazteca,"LaPolla, J.S. & Greenwlalt, D.E. 2015. Fossil ants (Hymenoptera: Formicidae) of the Middle Eocene Kishenehn Formation. Sociobiology, 62, 163-174 (DOI: 10.13102/sociobiology.v62i2.163-174).",Montana
414,Solenopsites_abdita,41.3,47.8,Myrmicinae,,Solenopsites,"LaPolla, J.S. & Greenwlalt, D.E. 2015. Fossil ants (Hymenoptera: Formicidae) of the Middle Eocene Kishenehn Formation. Sociobiology, 62, 163-174 (DOI: 10.13102/sociobiology.v62i2.163-174).",Montana
434,Titanomyrma_gigantea,40.4,48.6,Formiciinae,,Titanomyrma,"Lutz, H. 1986. Eine neue Unterfamilie der Formicidae (Insecta: Hymenoptera) aus dem mittel-eozänen Olschiefer der ""Grube Messel"" bei Darmstadt (Deutschland, S-Hessen). Senckenb. Leth. 67: 177-218 PDF",Germany
436,Titanomyrma_simillima,40.4,48.6,Formiciinae,,Titanomyrma,"Lutz, H. 1986. Eine neue Unterfamilie der Formicidae (Insecta: Hymenoptera) aus dem mittel-eozänen Olschiefer der ""Grube Messel"" bei Darmstadt (Deutschland, S-Hessen). Senckenb. Leth. 67: 177-218 PDF",Germany
97,Cephalotes_integerrimus,13.82,20.44,Myrmicinae,Attini,Cephalotes,"M. L. de Andrade and C. Baroni Urbani. 1999. Diversity and adaptation in the ant genus Cephalotes, past and present. Stuttgarter Beiträge zur Naturkunde Serie B (Geologie und Paläontologie) 271:1-889",Dominican
100,Cephalotes_serratus,13.82,20.44,Myrmicinae,Attini,Cephalotes,"M. L. de Andrade and C. Baroni Urbani. 1999. Diversity and adaptation in the ant genus Cephalotes, past and present. Stuttgarter Beiträge zur Naturkunde Serie B (Geologie und Paläontologie) 271:1-889",Dominican
101,Cephalotes_squamosus,13.82,20.44,Myrmicinae,Attini,Cephalotes,"M. L. de Andrade and C. Baroni Urbani. 1999. Diversity and adaptation in the ant genus Cephalotes, past and present. Stuttgarter Beiträge zur Naturkunde Serie B (Geologie und Paläontologie) 271:1-889",Dominican
45,Bradoponera_wunderlichi,33.9,38,Proceratiinae,Proceratiini,Bradoponera,"M. L. de Andrade and C. Baroni Urbani. 2003. The Baltic amber genus Bradoponera (Hymenoptera: Formicidae), with description of two new species and a reassessment of the Proceratiini genera. Revue Suisse de Zoologie 110:913-938 ","Priabonian, Russia"
91,Cataulacus_plebeius,15.97,20.44,Myrmicinae,Crematogastrini,Cataulacus,"M. L. de Andrade and C. Baroni Urbani. 2004. First record of ants from Borneo amber (Hymenoptera, Formicidae). Mitteilungen der Schweizerischen Entomologischen Gesselschaft 77:247-250 ",Borneo
301,Nesomyrmex_caritatis,13.82,20.44,Myrmicinae,Crematogastrini,Nesomyrmex,"M. L. de Andrade, C. Baroni Urbani, C. R. F. Brandão and J. Wagensberg. 1999. Two new species of Leptothorax ""Nesomyrmex"" fossils in Dominican amber.",Dominican
302,Nesomyrmex_dominicanus,13.82,20.44,Myrmicinae,Crematogastrini,Nesomyrmex,"M. L. de Andrade, C. Baroni Urbani, C. R. F. Brandão and J. Wagensberg. 1999. Two new species of Leptothorax ""Nesomyrmex"" fossils in Dominican amber.",Dominican
305,Odontomachus_spinifer,13.82,20.44,Ponerinae,Ponerini,Odontomachus,"M. L. de Andrade. 1994. Fossil Odontomachiti ants from the Dominican Republic (amber collection Stuttgart: Hymenoptera, Formicidae. VII: Odontomachiti). Stuttgarter Beiträge zur Naturkunde Serie B (Geologie und Paläontologie) 199:1-28",Dominican
9,Anochetus_ambiguus,13.82,20.44,Ponerinae,Ponerini,Anochetus,"M. L. de Andrade. 1994. Fossil Odontomachiti ants from the Dominican Republic (amber collection Stuttgart: Hymenoptera, Formicidae. VII: Odontomachiti). Stuttgarter Beiträge zur Naturkunde Serie B (Geologie und Paläontologie) 199:1-28 [",Dominican
10,Anochetus_brevidentatus,13.82,20.44,Ponerinae,Ponerini,Anochetus,"M. L. de Andrade. 1994. Fossil Odontomachiti ants from the Dominican Republic (amber collection Stuttgart: Hymenoptera, Formicidae. VII: Odontomachiti). Stuttgarter Beiträge zur Naturkunde Serie B (Geologie und Paläontologie) 199:1-28 [",Dominican
11,Anochetus_conisquamis,13.82,20.44,Ponerinae,Ponerini,Anochetus,"M. L. de Andrade. 1994. Fossil Odontomachiti ants from the Dominican Republic (amber collection Stuttgart: Hymenoptera, Formicidae. VII: Odontomachiti). Stuttgarter Beiträge zur Naturkunde Serie B (Geologie und Paläontologie) 199:1-28 [",Dominican
13,Anochetus_dubius,13.82,20.44,Ponerinae,Ponerini,Anochetus,"M. L. de Andrade. 1994. Fossil Odontomachiti ants from the Dominican Republic (amber collection Stuttgart: Hymenoptera, Formicidae. VII: Odontomachiti). Stuttgarter Beiträge zur Naturkunde Serie B (Geologie und Paläontologie) 199:1-28 [",Dominican
14,Anochetus_exstinctus,13.82,20.44,Ponerinae,Ponerini,Anochetus,"M. L. de Andrade. 1994. Fossil Odontomachiti ants from the Dominican Republic (amber collection Stuttgart: Hymenoptera, Formicidae. VII: Odontomachiti). Stuttgarter Beiträge zur Naturkunde Serie B (Geologie und Paläontologie) 199:1-28 [",Dominican
15,Anochetus_intermedius,13.82,20.44,Ponerinae,Ponerini,Anochetus,"M. L. de Andrade. 1994. Fossil Odontomachiti ants from the Dominican Republic (amber collection Stuttgart: Hymenoptera, Formicidae. VII: Odontomachiti). Stuttgarter Beiträge zur Naturkunde Serie B (Geologie und Paläontologie) 199:1-28 [",Dominican
16,Anochetus_lucidus,13.82,20.44,Ponerinae,Ponerini,Anochetus,"M. L. de Andrade. 1994. Fossil Odontomachiti ants from the Dominican Republic (amber collection Stuttgart: Hymenoptera, Formicidae. VII: Odontomachiti). Stuttgarter Beiträge zur Naturkunde Serie B (Geologie und Paläontologie) 199:1-28 [",Dominican
18,Aphaenogaster_amphioceanica,13.82,20.44,Myrmicinae,Stenammini,Aphaenogaster,"M. L. de Andrade. 1995. The Ant Genus Aphaenogoster in Dominican and Mexican Amber (Amber Collection Stuttgart: Hymenoptera, Formicidae. IX: Pheidolini). Stuttgarter Beiträge zur Naturkunde, Serie B 223:1-11",Dominican
23,Aphaenogaster_praerelicta,15.97,23.03,Myrmicinae,Stenammini,Aphaenogaster,"M. L. de Andrade. 1995. The Ant Genus Aphaenogoster in Dominican and Mexican Amber (Amber Collection Stuttgart: Hymenoptera, Formicidae. IX: Pheidolini). Stuttgarter Beiträge zur Naturkunde, Serie B 223:1-11",Mexico
1,Acanthostichus_hispaniolicus,13.82,20.44,Dorylinae,,Acanthostichus,M. L. de Andrade. 1998. First description of fossil Acanthostichus from Dominican amber (Hymenoptera: Formicidae). Mitteilungen der Schweizerischen Entomologischen Gesellschaft 71:269-274,Dominican
114,Discothyrea_maya,15.97,23.03,Proceratiinae,Proceratiini,Discothyrea,"M. L. de Andrade. 1998. First fossil records of the ant genus Discothyrea in Dominican and Mexican amber (Hymenoptera, Formicidae). Fragmenta Entomologica 30:201-214",
384,Proceratium_poinari,13.82,20.44,Proceratiinae,Proceratiini,Proceratium,"M. L. de Andrade. 1998. First fossil records of the ant genus Discothyrea in Dominican and Mexican amber (Hymenoptera, Formicidae). Fragmenta Entomologica 30:201-214",Mexico
113,Discothyrea_gigas,13.82,20.44,Proceratiinae,Proceratiini,Discothyrea,"M. L. de Andrade. 1998. First fossil records of the ant genus Discothyrea in Dominican and Mexican amber (Hymenoptera, Formicidae). Fragmenta Entomologica 30:201-214",Mexico
107,Cyphomyrmex_maya,15.97,23.03,Myrmicinae,Attini,Cyphomyrmex,M. L. de Andrade. 2003. First descriptions of two new amber species of Cyphomyrmex from Mexico and the Dominican Republic. Beiträge zur Entomologie 53:131-139,Mexico
108,Cyphomyrmex_taino,13.82,20.44,Myrmicinae,Attini,Cyphomyrmex,M. L. de Andrade. 2003. First descriptions of two new amber species of Cyphomyrmex from Mexico and the Dominican Republic. Beiträge zur Entomologie 53:131-139,Mexico
79,Cananeuretus_occidentalis,70.6,83.5,Aneuretinae,,Cananeuretus,"M. S. Engel and D. A. Grimaldi. 2005. Primitive New Ants in Cretaceous Amber from Myanmar, New Jersey, and Canada (Hymenoptera: Formicidae). American Museum Novitates 3485:1-24",Canada
207,Gerontoformica_orientalis,93.5,99.6,Sphecomyrminae,Sphecomyrmini,Gerontoformica,"M. S. Engel and D. A. Grimaldi. 2005. Primitive New Ants in Cretaceous Amber from Myanmar, New Jersey, and Canada (Hymenoptera: Formicidae). American Museum Novitates 3485:1-24",Myanmar
417,Sphecomyrma_freyi,89.8,93.9,Sphecomyrminae,Sphecomyrmini,Sphecomyrma,"M. S. Engel and D. A. Grimaldi. 2005. Primitive New Ants in Cretaceous Amber from Myanmar, New Jersey, and Canada (Hymenoptera: Formicidae). American Museum Novitates 3485:1-24",Myanmar
418,Sphecomyrma_mesaki,89.8,93.9,Sphecomyrminae,Sphecomyrmini,Sphecomyrma,"M. S. Engel and D. A. Grimaldi. 2005. Primitive New Ants in Cretaceous Amber from Myanmar, New Jersey, and Canada (Hymenoptera: Formicidae). American Museum Novitates 3485:1-24",Myanmar
283,Myanmyrma_gracilis,93.5,99.6,,,Myanmyrma,"M. S. Engel and D. A. Grimaldi. 2005. Primitive New Ants in Cretaceous Amber from Myanmar, New Jersey, and Canada (Hymenoptera: Formicidae). American Museum Novitates 3485:1-24",Myanmar
218,Gesomyrmex_hoernesi,33.9,38,Formicinae,Gesomyrmecini,Gesomyrmex,"Mayr, G. 1868c. Die Ameisen des baltischen Bernsteins. Beitr. Naturkd. Preuss. 1: 1-102",Baltic
354,Ponera_elegantissima,23.03,28.4,Ponerinae,Ponerini,Ponera,"Meunier, F. 1923. Sur quelques nouveaux insectes des lignites oligocènes (Aquitanien) de Rott, Siebengebirge (Rhénanie). Proc. Sect. Sci. K. Akad. Wet. Amst. 26: 605-612",Germany
82,Carebara_bohemica,15.97,16.9,Myrmicinae,Crematogastrini,Carebara,"Novák, O. 1877. Fauna der Cyprisschiefer des Egerer Tertiärbeckens. Sitzungsber. Kais. Akad. Wiss. Wien Math.-Naturwiss. Cl. Abt. I 76: 71-96 (page 91, pl. 3, fig. 2 male? described)",Germany
165,Formica_buphthalma,15.97,16.9,Formicinae,Formicini,Formica,"Novák, O. 1877. Fauna der Cyprisschiefer des Egerer Tertiärbeckens. Sitzungsber. Kais. Akad. Wiss. Wien Math.-Naturwiss. Cl. Abt. I 76: 71-96 (page 91, pl. 3, fig. 2 male? described)",Germany
308,Oecophylla_eckfeldiana,40.4,48.6,Formicinae,Oecophyllini,Oecophylla,"Oecophylla eckfeldiana Dlussky, in Dlussky, Wappler & Wedmann, 2008: 619, fig. 4 (w.q.) GERMANY (Eocene).",Germany
310,Oecophylla_longiceps,40.4,48.6,Formicinae,Oecophyllini,Oecophylla,"Oecophylla eckfeldiana Dlussky, in Dlussky, Wappler & Wedmann, 2008: 619, fig. 4 (w.q.) GERMANY (Eocene).",Germany
447,Zigrasimecia_tonsora,93.5,99.6,Sphecomyrminae,Zigrasimeciini,Zigrasimecia,P. Barden and D. Grimaldi. 2013. A new genus of highly specialized ants in Cretaceous Burmese amber (Hymenoptera: Formicidae). Zootaxa 3681:405-412,Burma
204,Gerontoformica_contegus,93.5,99.6,Sphecomyrminae,Sphecomyrmini,Gerontoformica,P. Barden and D. Grimaldi. 2014. A diverse ant fauna from the mid-Cretaceous of Myanmar (Hymenoptera: Formicidae). PLoS One 9(4):e93627 ,Myanmar
205,Gerontoformica_gracilis,93.5,99.6,Sphecomyrminae,Sphecomyrmini,Gerontoformica,P. Barden and D. Grimaldi. 2014. A diverse ant fauna from the mid-Cretaceous of Myanmar (Hymenoptera: Formicidae). PLoS One 9(4):e93627 ,Myanmar
206,Gerontoformica_magnus,93.5,99.6,Sphecomyrminae,Sphecomyrmini,Gerontoformica,P. Barden and D. Grimaldi. 2014. A diverse ant fauna from the mid-Cretaceous of Myanmar (Hymenoptera: Formicidae). PLoS One 9(4):e93627 ,Myanmar
208,Gerontoformica_pilosus,93.5,99.6,Sphecomyrminae,Sphecomyrmini,Gerontoformica,P. Barden and D. Grimaldi. 2014. A diverse ant fauna from the mid-Cretaceous of Myanmar (Hymenoptera: Formicidae). PLoS One 9(4):e93627 ,Myanmar
209,Gerontoformica_robustus,93.5,99.6,Sphecomyrminae,Sphecomyrmini,Gerontoformica,P. Barden and D. Grimaldi. 2014. A diverse ant fauna from the mid-Cretaceous of Myanmar (Hymenoptera: Formicidae). PLoS One 9(4):e93627 ,Myanmar
210,Gerontoformica_rugosus,93.5,99.6,Sphecomyrminae,Sphecomyrmini,Gerontoformica,P. Barden and D. Grimaldi. 2014. A diverse ant fauna from the mid-Cretaceous of Myanmar (Hymenoptera: Formicidae). PLoS One 9(4):e93627 ,Myanmar
211,Gerontoformica_spiralis,93.5,99.6,Sphecomyrminae,Sphecomyrmini,Gerontoformica,P. Barden and D. Grimaldi. 2014. A diverse ant fauna from the mid-Cretaceous of Myanmar (Hymenoptera: Formicidae). PLoS One 9(4):e93627 ,Myanmar
212,Gerontoformica_subcuspis,93.5,99.6,Sphecomyrminae,Sphecomyrmini,Gerontoformica,P. Barden and D. Grimaldi. 2014. A diverse ant fauna from the mid-Cretaceous of Myanmar (Hymenoptera: Formicidae). PLoS One 9(4):e93627 ,Myanmar
213,Gerontoformica_tendir,93.5,99.6,Sphecomyrminae,Sphecomyrmini,Gerontoformica,P. Barden and D. Grimaldi. 2014. A diverse ant fauna from the mid-Cretaceous of Myanmar (Hymenoptera: Formicidae). PLoS One 9(4):e93627 ,Myanmar
297,Myrmica_eocenica,33.9,38,Myrmicinae,Myrmicini,Myrmica,"Perkovsky, E.E. 2016. Tropical and Holoarctic ants in late Eocene ambers. Vestnik zoologii, 50(2): 111–122 (DOI 10.1515/vzoo-2016-0014).",Baltic
298,Myrmica_paradoxa,33.9,38,Myrmicinae,Myrmicini,Myrmica,"Perkovsky, E.E. 2016. Tropical and Holoarctic ants in late Eocene ambers. Vestnik zoologii, 50(2): 111–122 (DOI 10.1515/vzoo-2016-0014).",Baltic
104,Ceratomyrmex_ellenbergeri,93.5,99.6,Sphecomyrminae,Haidomyrmecini,Ceratomyrmex,"Perrichot, V., Wang, B. & Engel, M.S. 2016. Extreme morphogenesis and ecological specialization among Cretaceous basal ants. Current Biology 26:1468-1472 (doi: 10.1016/j.cub.2016.03.075).",Myanmar
166,Formica_cantalica,7.246,11.62,Formicinae,Formicini,Formica,"Piton, L. & Théobald, N. 1935. La faune entomologique des gisements Mio-Pliocènes du Massif Central. Revue des Sciences Naturelles d'Auvergne (N.S.) 1: 65-104",France
69,Camponotus_obesus,7.246,11.62,Formicinae,Camponotini,Camponotus,"Piton, L. & Théobald, N. 1935. La faune entomologique des gisements Mio-Pliocènes du Massif Central. Revue des Sciences Naturelles d'Auvergne (N.S.) 1: 65-104 ",France
162,Formica_auxillacensis,5.333,7.246 8.7,Formicinae,Formicini,Formica,"Piton, L. & Théobald, N. 1935. La faune entomologique des gisements Mio-Pliocènes du Massif Central. Revue des Sciences Naturelles d'Auvergne (N.S.) 1: 65-104 (Formicidae pp. 68-69).",France
191,Formica_pitoni,2.588,3.6,Formicinae,Formicini,Formica,"Piton, L. & Théobald, N. 1935. La faune entomologique des gisements Mio-Pliocènes du Massif Central. Revue des Sciences Naturelles d'Auvergne (N.S.) 1: 65-104 (Formicidae pp. 68-69).",France
240,Lasius_chambonensis,2.588,3.6,Formicinae,Lasiini,Lasius,"Piton, L. & Théobald, N. 1935. La faune entomologique des gisements Mio-Pliocènes du Massif Central. Revue des Sciences Naturelles d'Auvergne (N.S.) 1: 65-104 (Formicidae pp. 68-69).",France
158,Fonsecahymen_stigmata,33.9,38,,,Fonsecahymen,"R. G. Martins-Neto and M. Mendes. 2002. The Fonseca Formation paleoentomofauna (Fonseca Basin, Oligocene of Minas Gerais state, Brazil) with description of new taxa. Acta Geologica Leopoldensia 25(55):27-33",Brazil
432,Tetramorium_kulickae,33.9,38,Myrmicinae,Crematogastrini,Tetramorium,"Radchenko, A. G. & Dlussky, G. M. 2015. First record of fossil species of the genus Tetramorium (Hymenoptera, Formicidae). Vestnik Zoologii 49(4):311-316. PDF",Dominican
433,Tetramorium_paraarmatum,33.9,38,Myrmicinae,Crematogastrini,Tetramorium,"Radchenko, A. G. & Dlussky, G. M. 2015. First record of fossil species of the genus Tetramorium (Hymenoptera, Formicidae). Vestnik Zoologii 49(4):311-316. PDF",Baltic
145,Eocenomyrma_breviscapa,33.9,38,Myrmicinae,Crematogastrini,Eocenomyrma,"Radchenko, A.G., Dlussky, G.M. 2016. Further data on the extinct ant genus Eocenomyrma (Hymenoptera, Formicidae). Vestnik zoologii, 50: 395–406 (DOI 10.1515/vzoo-2016-0046).","Priabonian, Russia"
146,Eocenomyrma_elegantula,33.9,38,Myrmicinae,Crematogastrini,Eocenomyrma,"Radchenko, A.G., Dlussky, G.M. 2016. Further data on the extinct ant genus Eocenomyrma (Hymenoptera, Formicidae). Vestnik zoologii, 50: 395–406 (DOI 10.1515/vzoo-2016-0046).","Priabonian, Russia"
147,Eocenomyrma_orthospina,33.9,38,Myrmicinae,Crematogastrini,Eocenomyrma,"Radchenko, A.G., Dlussky, G.M. 2016. Further data on the extinct ant genus Eocenomyrma (Hymenoptera, Formicidae). Vestnik zoologii, 50: 395–406 (DOI 10.1515/vzoo-2016-0046).","Priabonian, Russia"
148,Eocenomyrma_rugosostriata,33.9,38,Myrmicinae,Crematogastrini,Eocenomyrma,"Radchenko, A.G., Dlussky, G.M. 2016. Further data on the extinct ant genus Eocenomyrma (Hymenoptera, Formicidae). Vestnik zoologii, 50: 395–406 (DOI 10.1515/vzoo-2016-0046).","Priabonian, Russia"
149,Eocenomyrma_ukrainica,33.9,38,Myrmicinae,Crematogastrini,Eocenomyrma,"Radchenko, A.G., Dlussky, G.M. 2016. Further data on the extinct ant genus Eocenomyrma (Hymenoptera, Formicidae). Vestnik zoologii, 50: 395–406 (DOI 10.1515/vzoo-2016-0046).","Priabonian, Russia"
33,Avitomyrmex_elongatus,47.8,56,Myrmeciinae,,Avitomyrmex,"S. B. Archibald, S. P. Cover, and C. S. Moreau. 2006. Bulldog Ants of the Eocene Okanagan Highlands and History of the Subfamily (Hymenoptera: Formicidae: Myrmeciinae). Annals of the Entomological Society of America 99(3):487-523 ",Canada
34,Avitomyrmex_mastax,47.8,56,Myrmeciinae,,Avitomyrmex,"S. B. Archibald, S. P. Cover, and C. S. Moreau. 2006. Bulldog Ants of the Eocene Okanagan Highlands and History of the Subfamily (Hymenoptera: Formicidae: Myrmeciinae). Annals of the Entomological Society of America 99(3):487-523 ",Canada
35,Avitomyrmex_systenus,47.8,56,Myrmeciinae,,Avitomyrmex,"S. B. Archibald, S. P. Cover, and C. S. Moreau. 2006. Bulldog Ants of the Eocene Okanagan Highlands and History of the Subfamily (Hymenoptera: Formicidae: Myrmeciinae). Annals of the Entomological Society of America 99(3):487-523 ",Canada
273,Macabeemyrma_ovata,47.8,56,Myrmeciinae,,Macabeemyrma,"S. B. Archibald, S. P. Cover, and C. S. Moreau. 2006. Bulldog Ants of the Eocene Okanagan Highlands and History of the Subfamily (Hymenoptera: Formicidae: Myrmeciinae). Annals of the Entomological Society of America 99(3):487-523 ",Canada
285,Myrmeciites,47.8,56,Myrmeciinae,,,"S. B. Archibald, S. P. Cover, and C. S. Moreau. 2006. Bulldog Ants of the Eocene Okanagan Highlands and History of the Subfamily (Hymenoptera: Formicidae: Myrmeciinae). Annals of the Entomological Society of America 99(3):487-523 ",Canada
286,Myrmeciites_goliath,47.8,56,Myrmeciinae,Collective group name (page does not exist),Myrmeciites,"S. B. Archibald, S. P. Cover, and C. S. Moreau. 2006. Bulldog Ants of the Eocene Okanagan Highlands and History of the Subfamily (Hymenoptera: Formicidae: Myrmeciinae). Annals of the Entomological Society of America 99(3):487-523 ",Canada
287,Myrmeciites_herculeanus,47.8,56,Myrmeciinae,Collective group name (page does not exist),Myrmeciites,"S. B. Archibald, S. P. Cover, and C. S. Moreau. 2006. Bulldog Ants of the Eocene Okanagan Highlands and History of the Subfamily (Hymenoptera: Formicidae: Myrmeciinae). Annals of the Entomological Society of America 99(3):487-523 ",Canada
288,Myrmeciites_tabanifluviensis,47.8,56,Myrmeciinae,Collective group name (page does not exist),Myrmeciites,"S. B. Archibald, S. P. Cover, and C. S. Moreau. 2006. Bulldog Ants of the Eocene Okanagan Highlands and History of the Subfamily (Hymenoptera: Formicidae: Myrmeciinae). Annals of the Entomological Society of America 99(3):487-523 ",Canada
441,Ypresiomyrma_bartletti,47.8,56,Myrmeciinae,,Ypresiomyrma,"S. B. Archibald, S. P. Cover, and C. S. Moreau. 2006. Bulldog Ants of the Eocene Okanagan Highlands and History of the Subfamily (Hymenoptera: Formicidae: Myrmeciinae). Annals of the Entomological Society of America 99(3):487-523 ",Canada
442,Ypresiomyrma_orbiculata,47.8,56,Myrmeciinae,,Ypresiomyrma,"S. B. Archibald, S. P. Cover, and C. S. Moreau. 2006. Bulldog Ants of the Eocene Okanagan Highlands and History of the Subfamily (Hymenoptera: Formicidae: Myrmeciinae). Annals of the Entomological Society of America 99(3):487-523 ",Canada
444,Ypresiomyrma_rebekkae,47.8,56,Myrmeciinae,,Ypresiomyrma,"S. B. Archibald, S. P. Cover, and C. S. Moreau. 2006. Bulldog Ants of the Eocene Okanagan Highlands and History of the Subfamily (Hymenoptera: Formicidae: Myrmeciinae). Annals of the Entomological Society of America 99(3):487-523 ",Canada
78,Camponotus_vetus,46.2,50.3,Formicinae,Camponotini,Camponotus,S. H. Scudder. 1877. The First Discovered Traces of Fossil Insects in the American Tertiaries. Bulletin of the United States Geological and Geographical Survey of the Territories 3:741-762,Utah
48,Calyptites_antediluvianum,23.03,33.9,,,Calyptites,S. H. Scudder. 1877. The insects of the Tertiary beds at Quesnel (British Colombia). Report of Progress of the Geological Survey of Canada 1875-1876 266-280,Canada
46,Britaneuretus_anglicus,33.9,38,Aneuretinae,,Britaneuretus,T. D. A. Cockerell. 1915. British fossil insects. Proceedings of the United States National Museum,UK
306,Oecophylla_atavina,33.9,38,Formicinae,Oecophyllini,Oecophylla,T. D. A. Cockerell. 1915. British fossil insects. Proceedings of the United States National Museum 49:469-499,"Priabonian, UK"
311,Oecophylla_megarche,33.9,38,Formicinae,Oecophyllini,Oecophylla,T. D. A. Cockerell. 1915. British fossil insects. Proceedings of the United States National Museum 49:469-499,"Priabonian, UK"
260,Leucotaphus_gurnetensis,33.9,38,Formicinae,,Leucotaphus,T. D. A. Cockerell. 1915. British fossil insects. Proceedings of the United States National Museum 49:469-499,UK
259,Leucotaphus_donisthorpei,33.9,38,Formicinae,,Leucotaphus,T. D. A. Cockerell. 1915. British fossil insects. Proceedings of the United States National Museum 49:469-499,UK
24,Apterostigma_electropilosum,13.82,20.44,Myrmicinae,Attini,Apterostigma,T. R. Schultz. 2007. The fungus-growing ant genus Apterostigma in Dominican amber. Memoirs of the American Entomological Institute 80:425-436 ,"Langiam, DR"
25,Apterostigma_eowilsoni,13.82,20.44,Myrmicinae,Attini,Apterostigma,T. R. Schultz. 2007. The fungus-growing ant genus Apterostigma in Dominican amber. Memoirs of the American Entomological Institute 80:425-436 ,"Langiam, DR"
241,Lasius_crispus,5.333,8.7,Formicinae,Lasiini,Lasius,"Théobald, N. 1935a. [Untitled. Lasius crispus N. Théobald nov. spec.]. P. 68 in: Piton, L., Théobald, N. La faune entomologique des gisements Mio-Pliocènes du Massif Central. Rev. Sci. Nat. Auvergne (n.s.)1:65-104.",France
183,Formica_maculipennis,5.333,8.7,Formicinae,Formicini,Formica,"Théobald, N. 1935c. [Untitled. Formica maculipennis N. Théobald nov. spec.]. P. 91 in: Piton, L., Théobald, N. La faune entomologique des gisements Mio-Pliocènes du Massif Central. Rev. Sci. Nat. Auvergne (n.s.)1:65-104. ",France
32,Austroponera_schneideri,20.44,23.03,Ponerinae,Ponerini,Austroponera,"U. Kaulfuss and G. M. Dlussky. 2016. Early Miocene Formicidae (Amblyoponinae, Ectatomminae, ?Dolichoderinae, Formicinae, and Ponerinae) from the Foulden Maar fossil Lagerstätte, New Zealand, and their biogeographic relevance. Journal of Paleontology 89:1043-1055",New Zealand
295,Myrmecorhynchus_novaeseelandiae,20.44,23.03,Formicinae,Melophorini,Myrmecorhynchus,"U. Kaulfuss and G. M. Dlussky. 2016. Early Miocene Formicidae (Amblyoponinae, Ectatomminae, ?Dolichoderinae, Formicinae, and Ponerinae) from the Foulden Maar fossil Lagerstätte, New Zealand, and their biogeographic relevance. Journal of Paleontology 89:1043-1055",New Zealand
404,Rhytidoponera_gibsoni,20.44,23.03,Ectatomminae,Ectatommini,Rhytidoponera,"U. Kaulfuss and G. M. Dlussky. 2016. Early Miocene Formicidae (Amblyoponinae, Ectatomminae, ?Dolichoderinae, Formicinae, and Ponerinae) from the Foulden Maar fossil Lagerstätte, New Zealand, and their biogeographic relevance. Journal of Paleontology 89:1043-1055",New Zealand
405,Rhytidoponera_waipiata,20.44,23.03,Ectatomminae,Ectatommini,Rhytidoponera,"U. Kaulfuss and G. M. Dlussky. 2016. Early Miocene Formicidae (Amblyoponinae, Ectatomminae, ?Dolichoderinae, Formicinae, and Ponerinae) from the Foulden Maar fossil Lagerstätte, New Zealand, and their biogeographic relevance. Journal of Paleontology 89:1043-1055",New Zealand
446,Zigrasimecia_ferox,93.5,99.6,Sphecomyrminae,Zigrasimeciini,Zigrasimecia,V. Perrichot. 2014. A new species of the Cretaceous ant Zigrasimecia based on the worker caste reveals placement of the genus in the Sphecomyrminae (Hymenoptera: Formicidae). Myrmecological News 19:165-169,Myanmar
347,Polyrhachis_annosus,5.333,7.246,,,,"Wappler, T., Dlussky, G.M. & Reuter, M. 2009. The first fossil record of Polyrhachis from the Upper Miocene of Crete (Greece). Palaeontologische Zeitschrift 83: 431-438",Greece
303,Odontomachus_paleomyagra,16.9,20,Ponerinae,Ponerini,Odontomachus,"Wappler, T., Dlussky, G.M., Engel, M.S., Prokop, J. & Knor, S. 2014. A new trap-jaw ant species of the genus Odontomachus (Hymenoptera: Formicidae: Ponerinae) from the Early Miocene (Burdigalian) of the Czech Republic. Paläontologische Zeitschrift, 88, 495–502.",Croatia
52,Camponotites_xiejiaheensis,15.97,20.44,Formicinae,,Camponotites,Y. C. Hong. 1983. Fossil insects in the diatoms of Shanwang. Bulletin of the Tianjin Institute of Geology and Mineral Resources 8:1-15 [D. ,Sahnwang
263,Liometopum_eremicum,15.97,20.44,Dolichoderinae,,Liometopum,"Zhang, J. 1989. Fossil insects from Shanwang, Shandong, China. Jinan, China: Shandong Science and Technology Publishing House, 459 pp.",Shandong
